SNo,Provinces,Name,Municipal sub-type,Population -2011,Population -2006,Change (%),Land area (km²),Population density (per km2),,,
1713,Quebec,Drummondville,Town,"71,852","67,392",6.6,246.85,291.1,,,
1714,Quebec,Dudswell,Municipality,"1,771","1,712",3.4,219.08,8.1,,,
1715,Quebec,Duhamel,Municipality,412,483,?14.7,434.19,0.9,,,
1716,Quebec,Duhamel-Ouest,Municipality,828,870,?4.8,91.78,9,,,
1717,Quebec,Dundee,Township,408,436,?6.4,69.76,5.8,,,
1718,Quebec,Dunham,Town,"3,471","3,396",2.2,195.18,17.8,,,
1719,Quebec,Duparquet,Town,657,639,2.8,123.63,5.3,,,
1720,Quebec,Dupuy,Municipality,930,955,?2.6,123.78,7.5,,,
1721,Quebec,Durham-Sud,Municipality,"1,008","1,018",?1.0,93.43,10.8,,,
1722,Quebec,East Angus,Town,"3,741","3,357",11.4,7.91,472.7,,,
1723,Quebec,East Broughton,Municipality,"2,229","2,351",?5.2,8.73,255.3,,,
1724,Quebec,East Farnham,Municipality,553,484,14.3,4.92,112.5,,,
1725,Quebec,East Hereford,Municipality,306,349,?12.3,71.59,4.3,,,
1726,Quebec,Eastman,Municipality,"1,740","1,585",9.8,73.98,23.5,,,
1727,Quebec,Egan-Sud,Municipality,542,508,6.7,51.39,10.5,,,
1728,Quebec,Elgin,Municipality,401,458,?12.4,69.62,5.8,,,
1729,Quebec,Entrelacs,Municipality,906,952,?4.8,48.06,18.9,,,
1730,Quebec,Escuminac,Municipality,588,645,?8.8,108.43,5.4,,,
1731,Quebec,Esprit-Saint,Municipality,379,397,?4.5,168.96,2.2,,,
1732,Quebec,Estérel,Town,199,256,?22.3,12.04,16.5,,,
1733,Quebec,Farnham,Town,"8,330","7,809",6.7,92.04,90.5,,,
1734,Quebec,Fassett,Municipality,451,468,?3.6,12.3,36.7,,,
1735,Quebec,Ferland-et-Boilleau,Municipality,583,626,?6.9,385.67,1.5,,,
1736,Quebec,Ferme-Neuve,Municipality,"2,822","3,006",?6.1,790.29,3.6,,,
1737,Quebec,Fermont,Town,"2,874","2,633",9.2,470.67,6.1,,,
1738,Quebec,Forestville,Town,"3,270","3,543",?7.7,195.22,16.8,,,
1739,Quebec,Fort-Coulonge,Village,"1,377","1,358",1.4,3.19,431.6,,,
1740,Quebec,Fortierville,Municipality,706,702,0.6,44.84,15.7,,,
1741,Quebec,Fossambault-sur-le-Lac,Town,"1,613","1,532",5.3,11.38,141.7,,,
1742,Quebec,Frampton,Municipality,"1,393","1,314",6,151.43,9.2,,,
1743,Quebec,Franklin,Municipality,"1,688","1,651",2.2,113.14,14.9,,,
1744,Quebec,Franquelin,Municipality,324,346,?6.4,445.91,0.7,,,
1745,Quebec,Frelighsburg,Municipality,"1,094","1,030",6.2,123.72,8.8,,,
1746,Quebec,Frontenac,Municipality,"1,650","1,622",1.7,222.73,7.4,,,
1747,Quebec,Fugèreville,Municipality,329,301,9.3,156.84,2.1,,,
1748,Quebec,Gallichan,Municipality,484,458,5.7,74.6,6.5,,,
1749,Quebec,Gaspé,Town,"15,163","14,834",2.2,"1,121.07",13.5,,,
1750,Quebec,Gatineau,Town,"2,65,349","2,42,124",9.6,342.98,773.7,,,
1751,Quebec,Girardville,Municipality,"1,100","1,186",?7.3,123.81,8.9,,,
1752,Quebec,Godbout,Village,298,361,?17.5,161.34,1.8,,,
1753,Quebec,Godmanchester,Township,"1,417","1,457",?2.7,138.78,10.2,,,
1754,Quebec,Gore,Township,"1,775","1,540",15.3,92.91,19.1,,,
1755,Quebec,Gracefield,Town,"2,355","2,439",?3.4,386.21,6.1,,,
1756,Quebec,Granby,Town,"63,433","59,385",6.8,152.72,415.3,,,
1757,Quebec,Grande-Rivière,Town,"3,456","3,409",1.4,87.49,39.5,,,
1758,Quebec,Grandes-Piles,Village,361,350,3.1,120.66,3,,,
1759,Quebec,Grande-Vallée,Municipality,"1,137","1,230",?7.6,144.37,7.9,,,
1760,Quebec,Grand-Métis,Municipality,237,268,?11.6,25.66,9.2,,,
1761,Quebec,Grand-Remous,Municipality,"1,168","1,249",?6.5,358.64,3.3,,,
1762,Quebec,Grand-Saint-Esprit,Municipality,471,466,1.1,27.14,17.4,,,
1763,Quebec,Grenville,Village,"1,577","1,398",12.8,2.81,560.4,,,
1764,Quebec,Grenville-sur-la-Rouge,Municipality,"2,746","2,721",0.9,315.85,8.7,,,
1765,Quebec,Gros-Mécatina,Municipality,499,566,?11.8,804.8,0.6,,,
1766,Quebec,Grosse-Île,Municipality,490,531,?7.7,37.29,13.1,,,
1767,Quebec,Grosses-Roches,Municipality,411,416,?1.2,63.65,6.5,,,
1768,Quebec,Guérin,Township,305,295,3.4,190.59,1.6,,,
1769,Quebec,Ham-Nord,Township,832,890,?6.5,102.89,8.1,,,
1770,Quebec,Hampden,Township,214,209,2.4,112.7,1.9,,,
1771,Quebec,Hampstead,Town,"7,153","6,996",2.2,1.79,"3,996.50",,,
1772,Quebec,Ham-Sud,Municipality,225,219,2.7,152.85,1.5,,,
1773,Quebec,Harrington,Township,853,777,9.8,236.73,3.6,,,
1774,Quebec,Hatley,Municipality,761,777,?2.1,60.7,12.5,,,
1775,Quebec,Hatley,Township,"2,003","1,786",12.2,71.46,28,,,
1776,Quebec,Havelock,Township,756,761,?0.7,88.92,8.5,,,
1777,Quebec,Havre-Saint-Pierre,Municipality,"3,418","3,150",8.5,"2,821.65",1.2,,,
1778,Quebec,Hébertville,Municipality,"2,441","2,421",0.8,261.44,9.3,,,
1779,Quebec,Hébertville-Station,Village,"1,216","1,230",?1.1,31.71,38.3,,,
1780,Quebec,Hemmingford,Township,"1,747","1,763",?0.9,157.36,11.1,,,
1781,Quebec,Hemmingford,Village,808,757,6.7,1.03,783.2,,,
1782,Quebec,Henryville,Municipality,"1,464","1,529",?4.3,64.92,22.6,,,
1783,Quebec,Hérouxville,Parish,"1,340","1,235",8.5,53.03,25.3,,,
1784,Quebec,Hinchinbrooke,Municipality,"2,242","2,369",?5.4,149.32,15,,,
1785,Quebec,Honfleur,Municipality,765,794,?3.7,50.95,15,,,
1786,Quebec,Hope,Township,630,728,?13.5,70.49,8.9,,,
1787,Quebec,Hope Town,Municipality,344,347,?0.9,50.11,6.9,,,
1788,Quebec,Howick,Municipality,630,606,4,0.99,634.2,,,
1789,Quebec,Huberdeau,Municipality,894,924,?3.2,56.73,15.8,,,
1790,Quebec,Hudson,Town,"5,135","5,088",0.9,21.9,234.5,,,
1791,Quebec,Huntingdon,Town,"2,457","2,587",?5.0,2.6,944.1,,,
1792,Quebec,Inverness,Municipality,822,838,?1.9,175.29,4.7,,,
1793,Quebec,Irlande,Municipality,959,942,1.8,109.42,8.8,,,
1794,Quebec,Ivry-sur-le-Lac,Municipality,425,397,7.1,30.64,13.9,,,
1795,Quebec,Joliette,Town,"19,621","19,044",3,22.81,860.3,,,
1796,Quebec,Kamouraska,Municipality,589,705,?16.5,43.51,13.5,,,
1797,Quebec,Kazabazua,Municipality,847,839,1,174.66,4.8,,,
1798,Quebec,Kiamika,Municipality,772,779,?0.9,339.89,2.3,,,
1799,Quebec,Kingsbury,Village,148,99,49.5,6.17,19.9,,,
1800,Quebec,Kingsey Falls,Town,"2,000","2,086",?4.1,69.58,28.7,,,
1801,Quebec,Kinnear's Mills,Municipality,369,333,10.8,94.09,3.9,,,
1802,Quebec,Kipawa,Municipality,474,565,?16.1,36.76,12.9,,,
1803,Quebec,Kirkland,Town,"21,253","20,491",3.7,9.64,"2,204.40",,,
1804,Quebec,La Bostonnais,Municipality,503,617,?18.5,287.37,1.8,,,
1805,Quebec,La Conception,Municipality,"1,287","1,283",0.3,129.36,9.9,,,
1806,Quebec,La Corne,Municipality,700,682,2.6,310.43,2.3,,,
1807,Quebec,La Doré,Parish,"1,453","1,454",?0.1,289.55,5,,,
1808,Quebec,La Durantaye,Parish,722,703,2.7,34.82,20.7,,,
1809,Quebec,La Guadeloupe,Village,"1,787","1,758",1.6,32.62,54.8,,,
1810,Quebec,La Macaza,Municipality,"1,053",980,7.4,162.78,6.5,,,
1811,Quebec,La Malbaie,Town,"8,862","8,959",?1.1,459.34,19.3,,,
1812,Quebec,La Martre,Municipality,245,253,?3.2,173.24,1.4,,,
1813,Quebec,La Minerve,Municipality,"1,234","1,295",?4.7,278.01,4.4,,,
1814,Quebec,La Morandière,Municipality,233,262,?11.1,410.61,0.6,,,
1815,Quebec,La Motte,Municipality,457,395,15.7,176.76,2.6,,,
1816,Quebec,La Patrie,Municipality,749,805,?7.0,205.82,3.6,,,
1817,Quebec,La Pêche,Municipality,"7,619","7,477",1.9,584.65,13,,,
1818,Quebec,La Pocatière,Town,"4,266","4,575",?6.8,21.73,196.3,,,
1819,Quebec,La Prairie,Town,"23,357","21,763",7.3,43.28,539.7,,,
1820,Quebec,La Présentation,Municipality,"2,466","2,115",16.6,94.48,26.1,,,
1821,Quebec,La Rédemption,Parish,488,515,?5.2,117.66,4.1,,,
1822,Quebec,La Reine,Municipality,340,362,?6.1,97.35,3.5,,,
1823,Quebec,La Sarre,Town,"7,719","7,336",5.2,148.74,51.9,,,
1824,Quebec,La Trinité-des-Monts,Parish,256,278,?7.9,234.26,1.1,,,
1825,Quebec,La Tuque,Town,"11,227","11,821",?5.0,"25,113.70",0.4,,,
1826,Quebec,La Visitation-de-l'Île-Dupas,Municipality,619,612,1.1,30.56,20.3,,,
1827,Quebec,La Visitation-de-Yamaska,Municipality,331,348,?4.9,42.69,7.8,,,
1828,Quebec,Labelle,Municipality,"2,445","2,258",8.3,198.79,12.3,,,
1829,Quebec,Labrecque,Municipality,"1,215","1,295",?6.2,153.8,7.9,,,
1830,Quebec,Lac-au-Saumon,Municipality,"1,453","1,495",?2.8,82.24,17.7,,,
1831,Quebec,Lac-aux-Sables,Parish,"1,373","1,312",4.6,270.48,5.1,,,
1832,Quebec,Lac-Beauport,Municipality,"7,281","6,081",19.7,61.27,118.8,,,
1833,Quebec,Lac-Bouchette,Municipality,"1,174","1,311",?10.5,908.63,1.3,,,
1834,Quebec,Lac-Brome,Town,"5,609","5,629",?0.4,205.27,27.3,,,
1835,Quebec,Lac-Delage,Town,598,530,12.8,1.52,393.9,,,
1836,Quebec,Lac-des-Aigles,Municipality,551,609,?9.5,87.06,6.3,,,
1837,Quebec,Lac-des-Écorces,Municipality,"2,713","2,884",?5.9,144.32,18.8,,,
1838,Quebec,Lac-des-Plages,Municipality,522,403,29.5,152.96,3.4,,,
1839,Quebec,Lac-des-Seize-Îles,Municipality,223,160,39.4,9.07,24.6,,,
1840,Quebec,Lac-Drolet,Municipality,"1,071","1,148",?6.7,124.08,8.6,,,
1841,Quebec,Lac-du-Cerf,Municipality,415,424,?2.1,73.14,5.7,,,
1842,Quebec,Lac-Édouard,Municipality,175,155,12.9,916.22,0.2,,,
1843,Quebec,Lac-Etchemin,Municipality,"4,061","4,045",0.4,157.53,25.8,,,
1844,Quebec,Lac-Frontière,Municipality,198,197,0.5,50.47,3.9,,,
1845,Quebec,Lachute,Town,"12,551","11,832",6.1,109.2,114.9,,,
1846,Quebec,Lac-Mégantic,Town,"5,932","5,967",?0.6,21.77,272.5,,,
1847,Quebec,Lacolle,Municipality,"2,680","2,512",6.7,49.64,54,,,
1848,Quebec,Lac-Poulin,Village,134,135,?0.7,0.88,153,,,
1849,Quebec,Lac-Saguay,Village,446,492,?9.3,172.66,2.6,,,
1850,Quebec,Lac-Sainte-Marie,Municipality,611,647,?5.6,209.52,2.9,,,
1851,Quebec,Lac-Saint-Joseph,Town,251,266,?5.6,33.66,7.5,,,
1852,Quebec,Lac-Saint-Paul,Municipality,481,521,?7.7,173.3,2.8,,,
1853,Quebec,Lac-Sergent,Town,466,423,10.2,3.73,125,,,
1854,Quebec,Lac-Simon,Municipality,984,869,13.2,97.37,10.1,,,
1855,Quebec,Lac-Supérieur,Municipality,"1,892","1,745",8.4,370.01,5.1,,,
1856,Quebec,Lac-Tremblant-Nord,Municipality,47,25,88,20.84,2.3,,,
1857,Quebec,Laforce,Municipality,245,174,40.8,440.45,0.3,,,
1858,Quebec,Lamarche,Municipality,557,562,?0.9,82.98,6.7,,,
1859,Quebec,Lambton,Municipality,"1,584","1,623",?2.4,108.34,14.6,,,
1860,Quebec,L'Ancienne-Lorette,Town,"16,745","16,516",1.4,7.63,"2,193.60",,,
1861,Quebec,Landrienne,Township,977,986,?0.9,276.83,3.5,,,
1862,Quebec,L'Ange-Gardien,Municipality,"3,634","3,008",20.8,53.46,68,,,
1863,Quebec,L'Ange-Gardien,Municipality,"5,051","4,348",16.2,218.49,23.1,,,
1864,Quebec,Lanoraie,Municipality,"4,447","4,067",9.3,103.53,43,,,
1865,Quebec,L'Anse-Saint-Jean,Municipality,"1,208","1,088",11,512.57,2.4,,,
1866,Quebec,Lantier,Municipality,828,825,0.4,42.97,19.3,,,
1867,Quebec,Larouche,Municipality,"1,277","1,200",6.4,84.76,15.1,,,
1868,Quebec,L'Ascension,Municipality,844,861,?2.0,341.9,2.5,,,
1869,Quebec,L'Ascension-de-Notre-Seigneur,Parish,"1,983","1,976",0.4,132.32,15,,,
1870,Quebec,L'Ascension-de-Patapédia,Municipality,190,214,?11.2,94.31,2,,,
1871,Quebec,L'Assomption,Town,"20,065","16,723",20,98.9,202.9,,,
1872,Quebec,Latulipe-et-Gaboury,United township,304,333,?8.7,269.11,1.1,,,
1873,Quebec,Launay,Township,229,226,1.3,258.24,0.9,,,
1874,Quebec,Laurier-Station,Village,"2,634","2,403",9.6,12.01,219.3,,,
1875,Quebec,Laurierville,Municipality,"1,454","1,404",3.6,106.97,13.6,,,
1876,Quebec,Laval,Town,"4,01,553","3,68,709",8.9,247.09,"1,625.10",,,
1877,Quebec,Lavaltrie,Town,"13,267","12,120",9.5,68.18,194.6,,,
1878,Quebec,L'Avenir,Municipality,"1,202","1,262",?4.8,97.25,12.4,,,
1879,Quebec,Laverlochère,Municipality,731,732,?0.1,105.05,9.7,,,
1880,Quebec,Lawrenceville,Village,652,642,1.6,17.32,37.7,,,
1881,Quebec,Lebel-sur-Quévillon,Town,"2,159","2,729",?20.9,40.14,53.8,,,
1882,Quebec,Leclercville,Municipality,477,524,?9.0,136.57,3.5,,,
1883,Quebec,Lefebvre,Municipality,867,806,7.6,65.72,13.2,,,
1884,Quebec,Lejeune,Municipality,286,357,?19.9,270.74,1.1,,,
1885,Quebec,Lemieux,Municipality,304,323,?5.9,74.8,4.1,,,
1886,Quebec,L'Épiphanie,Parish,"3,296","3,129",5.3,54.22,60.8,,,
1887,Quebec,L'Épiphanie,Town,"5,353","4,606",16.2,2.26,"2,367.90",,,
1888,Quebec,Léry,Town,"2,307","2,385",?3.3,10.57,218.2,,,
1889,Quebec,Les Bergeronnes,Municipality,693,655,5.8,275.29,2.5,,,
1890,Quebec,Les Cèdres,Municipality,"6,079","5,732",6.1,77.85,78.1,,,
1891,Quebec,Les Coteaux,Municipality,"4,568","3,764",21.4,11.62,393.2,,,
1892,Quebec,Les Éboulements,Municipality,"1,328","1,264",5.1,157.45,8.4,,,
1893,Quebec,Les Escoumins,Municipality,"2,000","2,073",?3.5,271.72,7.4,,,
1894,Quebec,Les Hauteurs,Municipality,524,576,?9.0,102.28,5.1,,,
1895,Quebec,Les Îles-de-la-Madeleine,Municipality,"12,291","12,560",?2.1,168.11,73.1,,,
1896,Quebec,Les Méchins,Municipality,"1,107","1,148",?3.6,441.77,2.5,,,
1897,Quebec,Lévis,Town,"1,38,769","1,30,006",6.7,449.31,308.8,,,
1898,Quebec,L'Île-Cadieux,Town,105,128,?18.0,0.57,185.2,,,
1899,Quebec,L'Île-d'Anticosti,Municipality,240,281,?14.6,"7,892.15",0,,,
1900,Quebec,L'Île-Dorval,Town,5,0,—,0.18,27.7,,,
1901,Quebec,L'Île-du-Grand-Calumet,Municipality,731,785,?6.9,132.14,5.5,,,
1902,Quebec,L'Île-Perrot,Town,"10,503","9,927",5.8,5.56,"1,889.80",,,
1903,Quebec,Lingwick,Township,399,611,?34.7,242.85,1.6,,,
1904,Quebec,L'Isle-aux-Allumettes,Municipality,"1,345","1,443",?6.8,185.87,7.2,,,
1905,Quebec,L'Isle-aux-Coudres,Municipality,"1,279","1,296",?1.3,30.12,42.5,,,
1906,Quebec,L'Islet,Municipality,"3,999","3,840",4.1,120.02,33.3,,,
1907,Quebec,L'Isle-Verte,Municipality,"1,469","1,464",0.3,117.37,12.5,,,
1908,Quebec,Litchfield,Municipality,456,483,?5.6,202.63,2.3,,,
1909,Quebec,Lochaber,Township,409,497,?17.7,62.04,6.6,,,
1910,Quebec,Lochaber-Partie-Ouest,Township,646,514,25.7,57.41,11.3,,,
1911,Quebec,Longue-Pointe-de-Mingan,Municipality,479,430,11.4,388.76,1.2,,,
1912,Quebec,Longue-Rive,Municipality,"1,113","1,259",?11.6,309.27,3.6,,,
1913,Quebec,Longueuil,Town,"2,31,409","2,29,330",0.9,115.59,"2,002.00",,,
1914,Quebec,Lorraine,Town,"9,479","9,613",?1.4,6.04,"1,570.00",,,
1915,Quebec,Lorrainville,Municipality,"1,328","1,325",0.2,88.12,14.4,,,
1916,Quebec,Lotbinière,Municipality,887,931,?4.7,80.02,11.1,,,
1917,Quebec,Louiseville,Town,"7,517","7,433",1.1,62.59,120.1,,,
1918,Quebec,Low,Township,920,956,?3.8,261.32,3.5,,,
1919,Quebec,Lyster,Municipality,"1,628","1,644",?1.0,168.25,9.7,,,
1920,Quebec,Macamic,Town,"2,734","2,726",0.3,202.34,13.5,,,
1921,Quebec,Maddington,Township,443,412,7.5,23.85,18.6,,,
1922,Quebec,Magog,Town,"25,692","23,880",7.6,144.19,175.9,,,
1923,Quebec,Malartic,Town,"3,449","3,640",?5.2,148.68,23.2,,,
1924,Quebec,Mandeville,Municipality,"2,043","2,221",?8.0,322.22,6.3,,,
1925,Quebec,Maniwaki,Town,"3,930","4,102",?4.2,5.8,677.7,,,
1926,Quebec,Manseau,Municipality,843,934,?9.7,104.57,8.1,,,
1927,Quebec,Mansfield-et-Pontefract,Municipality,"2,204","2,075",6.2,474.8,4.6,,,
1928,Quebec,Maria,Municipality,"2,536","2,401",5.6,94.86,26.7,,,
1929,Quebec,Maricourt,Municipality,497,432,15,61.01,8.1,,,
1930,Quebec,Marieville,Town,"10,094","7,527",34.1,62.78,160.8,,,
1931,Quebec,Marsoui,Village,309,341,?9.4,183.63,1.7,,,
1932,Quebec,Marston,Township,662,683,?3.1,72.85,9.1,,,
1933,Quebec,Martinville,Municipality,469,467,0.4,48.46,9.7,,,
1934,Quebec,Mascouche,Town,"42,491","33,764",25.8,106.64,398.4,,,
1935,Quebec,Maskinongé,Municipality,"2,253","2,233",0.9,74.55,30.2,,,
1936,Quebec,Massueville,Village,516,520,?0.8,1.65,312.5,,,
1937,Quebec,Matagami,Town,"1,526","1,555",?1.9,66.85,22.8,,,
1938,Quebec,Matane,Town,"14,462","14,742",?1.9,195.47,74,,,
1939,Quebec,Matapédia,Municipality,664,696,?4.6,72.49,9.2,,,
1940,Quebec,Mayo,Municipality,572,549,4.2,72.06,7.9,,,
1941,Quebec,McMasterville,Municipality,"5,615","5,234",7.3,3.1,"1,810.30",,,
1942,Quebec,Melbourne,Township,979,"1,095",?10.6,174.34,5.8,,,
1943,Quebec,Mercier,Town,"11,584","10,121",14.5,45.95,252.1,,,
1944,Quebec,Messines,Municipality,"1,608","1,610",?0.1,113.95,14.1,,,
1945,Quebec,Métabetchouan–Lac-à-la-Croix,Town,"4,097","4,084",0.3,186.7,21.9,,,
1946,Quebec,Métis-sur-Mer,Town,607,604,0.5,48.63,13.2,,,
1947,Quebec,Milan,Municipality,270,299,?9.7,126.6,2.1,,,
1948,Quebec,Mille-Isles,Municipality,"1,629","1,480",10.1,60.82,26.8,,,
1949,Quebec,Mirabel,Town,"41,957","34,626",21.2,485.59,86.4,,,
1950,Quebec,Moffet,Municipality,196,208,?5.8,342.83,0.6,,,
1951,Quebec,Montcalm,Municipality,619,652,?5.1,117.18,5.3,,,
1952,Quebec,Mont-Carmel,Municipality,"1,136","1,198",?5.2,427.85,2.7,,,
1953,Quebec,Montcerf-Lytton,Municipality,687,739,?7.0,354.12,1.9,,,
1954,Quebec,Montebello,Municipality,978,987,?0.9,8.36,117,,,
1955,Quebec,Mont-Joli,Town,"6,665","6,568",1.5,24.45,272.6,,,
1956,Quebec,Mont-Laurier,Town,"13,779","13,405",2.8,590.76,23.3,,,
1957,Quebec,Montmagny,Town,"11,491","11,353",1.2,126.07,91.1,,,
1958,Quebec,Montpellier,Municipality,986,966,2.1,248.34,4,,,
1959,Quebec,Montreal,Town,"16,49,519","16,20,693",1.8,365.13,"4,517.60",,,
1960,Quebec,Montreal West,Town,"3,728","3,822",?2.5,12.45,299.4,,,
1961,Quebec,Montréal-Est,Town,"5,085","5,184",?1.9,1.41,"3,614.60",,,
1962,Quebec,Mont-Saint-Grégoire,Town,"19,503","18,933",3,7.66,"2,545.30",,,
1963,Quebec,Mont-Saint-Hilaire,Municipality,"3,086","2,922",5.6,79.63,38.8,,,
1964,Quebec,Mont-Saint-Michel,Town,"18,200","15,720",15.8,44.29,410.9,,,
1965,Quebec,Mont-Saint-Pierre,Municipality,633,625,1.3,138.75,4.6,,,
1966,Quebec,Mont-Tremblant,Village,192,230,?16.5,53.2,3.6,,,
1967,Quebec,Morin-Heights,Town,"9,494","8,892",6.8,234.4,40.5,,,
1968,Quebec,Mount Royal,Municipality,"3,925","3,503",12,56.47,69.5,,,
1969,Quebec,Mulgrave-et-Derry,Municipality,366,389,?5.1,295.99,0.8,,,
1970,Quebec,Murdochville,Town,764,812,?5.9,61.18,12.5,,,
1971,Quebec,Namur,Municipality,596,487,22.4,56.37,10.6,,,
1972,Quebec,Nantes,Municipality,"1,374","1,436",?4.3,120.39,11.4,,,
1973,Quebec,Napierville,Municipality,"3,525","3,352",5.2,4.43,796.6,,,
1974,Quebec,Natashquan,Township,277,264,4.9,203.51,1.2,,,
1975,Quebec,Nédélec,Township,403,416,?3.1,374.06,1.1,,,
1976,Quebec,Neuville,Town,"3,888","3,638",6.9,72.16,53.9,,,
1977,Quebec,New Carlisle,Municipality,"1,358","1,370",?0.9,67.57,20.1,,,
1978,Quebec,New Richmond,Town,"3,810","3,748",1.7,168.84,22.6,,,
1979,Quebec,Newport,Municipality,720,784,?8.2,271.88,2.6,,,
1980,Quebec,Nicolet,Town,"7,828","7,827",0,96.11,81.5,,,
1981,Quebec,Nominingue,Municipality,"2,019","2,317",?12.9,306.22,6.6,,,
1982,Quebec,Normandin,Town,"3,137","3,220",?2.6,212.24,14.8,,,
1983,Quebec,Normétal,Municipality,856,886,?3.4,57.3,14.9,,,
1984,Quebec,North Hatley,Village,654,722,?9.4,3.34,195.9,,,
1985,Quebec,Notre-Dame-Auxiliatrice-de-Buckland,Parish,785,815,?3.7,94.37,8.3,,,
1986,Quebec,Notre-Dame-de-Bonsecours,Municipality,261,275,?5.1,266.9,1,,,
1987,Quebec,Notre-Dame-de-Ham,Municipality,414,424,?2.4,32.18,12.9,,,
1988,Quebec,Notre-Dame-de-la-Merci,Municipality,978,"1,056",?7.4,250.48,3.9,,,
1989,Quebec,Notre-Dame-de-la-Paix,Municipality,718,719,?0.1,105.62,6.8,,,
1990,Quebec,Notre-Dame-de-la-Salette,Municipality,757,774,?2.2,114.3,6.6,,,
1991,Quebec,Notre-Dame-de-l'Île-Perrot,Town,"10,620","9,885",7.4,27.8,382.1,,,
1992,Quebec,Notre-Dame-de-Lorette,Municipality,189,175,8,338.51,0.6,,,
1993,Quebec,Notre-Dame-de-Lourdes,Municipality,"2,595","2,201",17.9,35.76,72.6,,,
1994,Quebec,Notre-Dame-de-Lourdes,Parish,700,716,?2.2,82.85,8.4,,,
1995,Quebec,Notre-Dame-de-Montauban,Municipality,747,846,?11.7,165.31,4.5,,,
1996,Quebec,Notre-Dame-de-Pontmain,Municipality,720,712,1.1,262.93,2.7,,,
1997,Quebec,Notre-Dame-des-Anges,Parish,394,437,?9.8,0.04,"11,005.60",,,
1998,Quebec,Notre-Dame-des-Bois,Municipality,911,964,?5.5,191.77,4.8,,,
1999,Quebec,Notre-Dame-des-Monts,Municipality,815,764,6.7,57.07,14.3,,,
2000,Quebec,Notre-Dame-des-Neiges,Municipality,"1,129","1,209",?6.6,94.22,12,,,
2001,Quebec,Notre-Dame-des-Pins,Parish,"1,227","1,065",15.2,23.95,51.2,,,
2002,Quebec,Notre-Dame-des-Prairies,Town,"8,868","8,230",7.8,18.2,487.3,,,
2003,Quebec,Notre-Dame-des-Sept-Douleurs,Parish,49,62,?21.0,11.61,4.2,,,
2004,Quebec,Notre-Dame-de-Stanbridge,Municipality,660,728,?9.3,43.94,15,,,
2005,Quebec,Notre-Dame-du-Bon-Conseil,Parish,979,912,7.3,86.63,11.3,,,
2006,Quebec,Notre-Dame-du-Bon-Conseil,Village,"1,404","1,426",?1.5,4.24,331.4,,,
2007,Quebec,Notre-Dame-du-Laus,Municipality,"1,518","1,564",?2.9,862.55,1.8,,,
2008,Quebec,Notre-Dame-du-Mont-Carmel,Parish,"5,467","5,131",6.5,128.34,42.6,,,
2009,Quebec,Notre-Dame-du-Nord,Municipality,"1,075","1,116",?3.7,74.99,14.3,,,
2010,Quebec,Notre-Dame-du-Portage,Municipality,"1,193","1,262",?5.5,39.91,29.9,,,
2011,Quebec,Notre-Dame-du-Rosaire,Municipality,384,394,?2.5,158,2.4,,,
2012,Quebec,Notre-Dame-du-Sacré-Cœur-d'Issoudun,Parish,869,794,9.4,60,14.5,,,
2013,Quebec,Nouvelle,Municipality,"1,689","1,815",?6.9,232.16,7.3,,,
2014,Quebec,Noyan,Municipality,"1,297","1,354",?4.2,44.77,29,,,
2015,Quebec,Ogden,Municipality,770,762,1,74.77,10.3,,,
2016,Quebec,Oka,Municipality,"3,969","3,300",20.3,57.3,69.3,,,
2017,Quebec,Orford,Township,"3,575","2,979",20,136.27,26.2,,,
2018,Quebec,Ormstown,Municipality,"3,595","3,651",?1.5,142.19,25.3,,,
2019,Quebec,Otter Lake,Municipality,"1,109",972,14.1,463.5,2.4,,,
2020,Quebec,Otterburn Park,Town,"8,450","8,464",?0.2,5.35,"1,580.60",,,
2021,Quebec,Packington,Parish,595,657,?9.4,118.29,5,,,
2022,Quebec,Padoue,Municipality,273,283,?3.5,67.06,6.1,,,
2023,Quebec,Palmarolle,Municipality,"1,465","1,453",0.8,117.4,12.5,,,
2024,Quebec,Papineauville,Municipality,"2,165","2,167",?0.1,61.22,35.4,,,
2025,Quebec,Parisville,Parish,528,487,8.4,35.23,15,,,
2026,Quebec,Paspébiac,Town,"3,198","3,309",?3.4,94.54,33.8,,,
2027,Quebec,Percé,Town,"3,312","3,419",?3.1,432.39,7.7,,,
2028,Quebec,Péribonka,Municipality,464,541,?14.2,110.29,4.2,,,
2029,Quebec,Petite-Rivière-Saint-François,Municipality,744,703,5.8,134.1,5.5,,,
2030,Quebec,Petite-Vallée,Municipality,178,248,?28.2,39.28,4.5,,,
2031,Quebec,Petit-Saguenay,Municipality,727,780,?6.8,328.96,2.2,,,
2032,Quebec,Piedmont,Municipality,"2,721","2,386",14,24.37,111.7,,,
2033,Quebec,Pierreville,Municipality,"2,176","2,337",?6.9,78.31,27.8,,,
2034,Quebec,Pike River,Municipality,525,542,?3.1,40.79,12.9,,,
2035,Quebec,Pincourt,Town,"14,305","11,197",27.8,7.54,"1,896.70",,,
2036,Quebec,Piopolis,Municipality,364,376,?3.2,103.77,3.5,,,
2037,Quebec,Plaisance,Municipality,"1,103","1,024",7.7,36.23,30.4,,,
2038,Quebec,Plessisville,Parish,"2,678","2,557",4.7,142.75,18.8,,,
2039,Quebec,Plessisville,Town,"6,688","6,677",0.2,4.33,"1,546.00",,,
